model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_SC_KLD_onset_tokens_1,0.6357979806958446,0.7624273270153208,0.3774917217635375,0.36533346042342524,-0.11009637651263605,0.17965664933909542,0.723541929899464,0.8230757724793677
