model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_KLD_onset_types_1,0.6767484981474621,0.8478681243218605,0.19802950859533489,0.16623478275821452,0.14679516868351475,0.2860281019900862,0.582363016748349,0.754695400125114
