model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_COV_onset_tokens_no_tails_1,0.6344149694785802,0.7506649587863232,0.282842712474619,0.3887657321920754,-0.05661385170722979,0.11891436043478405,0.7433660661136051,0.8365603571178715
