model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_SC_COV_onset_tokens_1,0.6615977962451688,0.7925085994431025,0.4615410428425494,0.5091492247249335,0.2037037037037037,0.3440616141518438,0.5309757615097179,0.6581307492889342
