model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_SC_KLD_onset_tokens_no_tails_1,0.6200779080214371,0.7636065319340697,0.20203050891044216,0.36594762314675583,-0.16984155512168936,0.11211706833011821,0.7669649888473704,0.8384491039233478
