model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_COV_onset_tokens_1,0.634581357210626,0.74878702029634,0.3774917217635375,0.40662770418988714,-0.07339758434175737,0.20782250985346357,0.684368759279192,0.7796665248762643
