model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_COV_onset_types_no_tails_1,0.7071431390080039,0.8459244526908505,0.20666666666666667,0.25543476004984444,0.0747696205456059,0.20014332793776005,0.78698224852071,0.8323552016538065
