model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_SC_COV_onset_tokens_no_tails_1,0.6442973213454362,0.7744615384287846,0.36226177800110926,0.4984176895508228,0.11664236870396086,0.27719897510522845,0.5449492609130661,0.6711113667629325
