model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_COV_onset_types_1,0.6803056518827969,0.8508823139719326,0.22443344307471286,0.17870463028762046,0.14679516868351475,0.2772645202869466,0.5941279261776087,0.7638240787583291
