model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_SC_KLD_onset_types_1,0.6316748478219292,0.7931505795150406,0.18482754135564586,0.18814442599234407,0.09259259259259259,0.2927825046407464,0.6058928356068682,0.7275727789374743
