model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_KLD_onset_tokens_1,0.6285716791182256,0.7557332653469089,0.4414740409798298,0.4477618079725594,-0.18349396085439343,0.09405151455384791,0.6176577450361278,0.7966243530839922
