model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_KLD_onset_types_no_tails_1,0.7089288540054988,0.841704702783617,0.18000000000000002,0.25013144284762023,0.1495392410912118,0.21002486832668793,0.7514792899408285,0.8107368032940419
