model_name,overall_t,overall_r,attested_t,attested_r,marginal_t,marginal_r,unattested_t,unattested_r
English_RCC_KLD_onset_tokens_no_tails_1,0.6079294994297573,0.7530165640644189,0.3185965464321549,0.43648466819179604,-0.16984155512168936,0.05120617779819361,0.6489703751785442,0.8080889162680248
